file_name,caption_1,caption_2,caption_3,caption_4,caption_5,final_caption,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
Narrowboat - Output - Stereo Out.wav,An engine hums steadily and then get louder as the vehicle shifts into gear and moves forward.,"An engine hums steadily for a while, then gets progressively louder as the vehicle shifts into gear and moves forward.","An engine idles slowly, and then is put into gear.","An engine is idling, and then put into gear.","An engine is idling, then later speeds up.","After the engine emitted a continuous humming sound for a period of time, it shifted gears, and the noise gradually grew louder.",,,,,,,,,,,
Hard Back Book.wav,A person is opening a book and flipping through the pages then finally closes it.,A person opening a book and flipping pages to finally close it.,Pages are turning and then something is closing.,Someone picked a book and flipped over the pages,Someone picks up a book and flips through the pages.,"A person opens a book, turns its pages, and finally closes it.",,,,,,,,,,,
md3trk13.wav,A heap of silverware is being shuffled around.,A large group of metal cutlery jangles against each other as they are jostled.,Pieces of small metal are hitting each other and making noise,Small pieces of metal are striking each other and creating a sound.,The clink of silverware filled the air as he sorted through it.,A large group of metal cutlery jangles against each other as they are jostled.,,,,,,,,,,,
Mess_room_sounds.wav,A group of people are speaking together inside of a kitchen.,A group of people are talking during a meal while someone coughs in the background.,People talk to each other before plates and silverware clang in the background and a person coughs.,"Several voices are talking in the distance, and kitchenware is being moved around.",Several voices talking in the distance and kitchenware being moved around,"People chatted among themselves, then the clatter of plates and kitchen utensils echoed in the background, followed by someone coughing.",,,,,,,,,,,
Digging with shovel.wav,A shovel busily digs a hole in the ground or soil.,A boy is digging in some rocky ground.,Hitting rocks and breaking soil while shoveling into the ground.,Shoveling in the ground while hitting rocks and breaking soil.,shovel is being used to dig a hole in the ground,Shoveling in the ground while hitting rocks and breaking soil.,,,,,,,,,,,
SheryT_mixdown.wav,A crowd of people is laughing and talking as dishes clank while being put down.,A lot of people talking together at a gathering.,People clank dishes while the crowd laughs and talks.,a crowd of people are talking and laughing as dish plates and silverware gets moved or picked up,dish plates and silverware gets moved or picked up as a crowd of people are talking and laughing,A group of people chatting and laughing while plates and cutlery are moved or cleared away.,,,,,,,,,,,
footstep on wood foley.wav,A man walks up multiple flights of stairs and begins to speak.,A person wearing heavy shoes walks noisily up wooden steps.,A woman walks loudly in heels up a wooden set of stairs.,Heavy soled shoes make a distinct sound when walking on a wooden floor.,Someone slammed as they walked up the stairs.,"A person wearing heavy shoes climbed the wooden steps, making a loud noise, until someone finally spoke.",,,,,,,,,,,
2 08 Br Lib 2 amb 4.wav,A couple of people having a conversation on a quiet background with papers filing.,People speak while a machine hums in the background.,Someone cranked a paper towel out to dry their hands and whispered to someone while a woman and man talk.,The distant hum of the air conditioner is muffled as people are speaking.,The distant hum of the air conditioner is muffled as people speak.,"As people spoke, the hum of machinery and the chirping of birds could be heard in the background.",,,,,,,,,,,
vaccum cleaner.wav,A saw is grinding through wood inside the open door workshop.,A high pressure water device is spraying continually.,A high pressure water device that is spraying nonstop.,A vacuum cleaner slides over the fabric of a vehicle.,A vacuum cleaner is ran back and forth across the interior of a vehicle.,Move the vacuum cleaner back and forth.,,,,,,,,,,,
EXT Suburban Park.wav,A few young children play over the rumble of the city.,A group of kids are playing and shouting to each other.,A rumble comes over the city as a few young children play.,Children shout and play while traffic rumbles by.,Children shouting and playing while the traffic rumbles by.,"Children played noisily while cars rumbled by, with birds chirping in the background.",,,,,,,,,,,
bicycle-pedal-streetlife-femalefootsteps-ST.wav,A bell is ringing and a person is walking.,A bell is ringing loudly as a person is walking.,A bell is ringing while a person wearing high heels walks across a hard floor.,A bicycle bell being rung while someone is walking in high heels.,A person wearing high heels walking along a hard floor with a bell ringing.,"Someone walked in high heels, a bicycle bell rang nearby, and a door creaked open.",,,,,,,,,,,
End of rain 090616.wav,Rain drops are falling on wooden and metal surfaces.,Someone is sorting pencils and moving the chairs while the thunder is rumbling in the background,The first rumblings of a storm begin while the rain flows down the gutter.,Thunder rolling in the background while wood creaks.,Wood creaks as thunder rolls in the background.,Thunder rumbles in the background as raindrops strike wooden and metal surfaces.,,,,,,,,,,,
Cat Purring 2.wav,A cat is snoring heavily while it is sleeping.,A cat is snoring heavily while it sleeps.,A cat is purring up close as it is being gently stroked.,Some insects are making a hissing sound while in the bushes.,insects are making hissing sounds in the bush,A cat is snoring heavily while it sleeps.,,,,,,,,,,,
Beer Pong Sounds ball table and cups.wav,A lock in a very old door is ticked to check out its internal parts.,An object is bounced off a hard surface while someone whispers.,An object rebounds of a solid surface while a person murmurs.,People are hitting ping pong balls across a table.,Ping pong balls are being hit across a ping pong table.,"The ping-pong ball is being hit, accompanied by faint voices.",,,,,,,,,,,
bathroom drain 1.wav,Water bubbles from a hot tub as the jets make a humming sound.,Water gurgles and splashes within a metallic rain barrel.,Water is bubbling from a hot tub and the jets are making a humming sound.,Water is going down into the sink and then into the pipe.,"Within the metallic container, water gurgled and splashed.",Water is going down into the sink and then into the pipe.,,,,,,,,,,,
walk through leaves.wav,A person is walking on top of leaves,A person walking quickly through leaves while someone is running on a path nearby.,"A person walks through the woods, stepping on crunchy leaves.",Leaves are crumbling beneath the feet of someone walking on them.,The crunching of dry leaves made as a person walks through the woods.,"The sound of footsteps crunching on dry leaves in the forest, with faint footsteps of someone running in the background.",,,,,,,,,,,
